ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,date,click_anomaly,conversion_anomaly,audience_cluster_key,audience_cluster_label,audience_cluster_frequency,trend_keyword,ctr,conversion_rate,cpc,cpa,revenue,roas
778208,2017-08-27,2017-08-27,936,115812,40-44,F,29,32,32,2755,0,0.0,1,0,2017-08-27,False,False,29_32_32,cluster_503,1,,0.0,0.0,0.0,0.0,0.0,0.0
778264,2017-08-27,2017-08-27,936,115822,40-44,F,27,31,30,8152,1,0.99000001,1,0,2017-08-27,False,False,27_31_30,cluster_440,2,,0.0001226692836113837,0.0,0.99000001,0.0,0.0,0.0
778266,2017-08-27,2017-08-27,936,115822,40-44,F,27,32,28,74542,19,34.1500001,1,0,2017-08-27,False,False,27_32_28,cluster_443,2,,0.00025488986074964447,0.0,1.7973684263157894,0.0,0.0,0.0
778421,2017-08-27,2017-08-27,936,115848,40-44,F,20,21,23,6699,2,3.090000033,1,0,2017-08-27,False,False,20_21_23,cluster_250,2,,0.0002985520226899537,0.0,1.5450000165,0.0,0.0,0.0
778422,2017-08-27,2017-08-27,936,115848,40-44,F,20,25,24,11911,4,3.959999919,1,0,2017-08-27,False,False,20_25_24,cluster_264,3,,0.00033582402820921836,0.0,0.98999997975,0.0,0.0,0.0
778461,2017-08-27,2017-08-27,936,115854,40-44,M,29,35,33,10090,2,2.650000095,1,1,2017-08-27,False,False,29_35_33,cluster_520,4,,0.00019821605550049553,0.5,1.3250000475,2.650000095,20.0,7.547169540761846
778471,2017-08-27,2017-08-27,936,115856,30-34,M,32,35,36,1273,0,0.0,1,1,2017-08-27,False,True,32_35_36,cluster_607,1,,0.0,0.0,0.0,0.0,20.0,0.0
778483,2017-08-27,2017-08-27,936,115858,40-44,F,18,24,20,24188,5,8.179999828,1,0,2017-08-27,False,False,18_24_20,cluster_217,4,,0.00020671407309409625,0.0,1.6359999656,0.0,0.0,0.0
778529,2017-08-27,2017-08-27,936,115866,30-34,M,31,35,33,2214,0,0.0,1,0,2017-08-27,False,False,31_35_33,cluster_586,1,,0.0,0.0,0.0,0.0,0.0,0.0
778556,2017-08-28,2017-08-28,936,115870,40-44,M,32,35,38,9735,4,4.130000114,1,1,2017-08-28,False,False,32_35_38,cluster_608,1,,0.00041088854648176684,0.25,1.0325000285,4.130000114,20.0,4.8426148784362955
778590,2017-08-28,2017-08-28,936,115876,30-34,M,30,36,36,1371,0,0.0,1,1,2017-08-28,False,True,30_36_36,cluster_562,1,,0.0,0.0,0.0,0.0,20.0,0.0
778600,2017-08-29,2017-08-29,936,115878,40-44,F,22,23,25,10750,4,5.389999866,1,0,2017-08-29,False,False,22_23_25,cluster_307,1,,0.00037209302325581393,0.0,1.3474999665,0.0,0.0,0.0
778626,2017-08-29,2017-08-29,936,115882,30-34,M,29,33,35,7629,1,0.720000029,1,1,2017-08-29,False,False,29_33_35,cluster_511,3,,0.00013107877834578582,1.0,0.720000029,0.720000029,20.0,27.77777665895066
778628,2017-08-29,2017-08-29,936,115882,30-34,M,29,35,30,4608,0,0.0,1,0,2017-08-29,False,False,29_35_30,cluster_517,1,,0.0,0.0,0.0,0.0,0.0,0.0
778674,2017-08-29,2017-08-29,936,115890,35-39,M,29,31,30,3732,0,0.0,1,0,2017-08-29,False,False,29_31_30,cluster_497,3,,0.0,0.0,0.0,0.0,0.0,0.0
778689,2017-08-30,2017-08-30,936,115892,30-34,M,28,32,32,7453,1,1.679999948,1,1,2017-08-30,False,False,28_32_32,cluster_475,3,,0.0001341741580571582,1.0,1.679999948,1.679999948,20.0,11.90476227324264
778722,2017-08-30,2017-08-30,936,115898,35-39,F,64,70,67,41785,14,19.10000038,1,0,2017-08-30,False,False,64_70_67,cluster_716,3,,0.0003350484623668781,0.0,1.3642857414285714,0.0,0.0,0.0
778737,2017-08-30,2017-08-30,936,115900,35-39,M,27,32,30,8077,2,3.579999924,1,1,2017-08-30,False,False,27_32_30,cluster_445,2,,0.0002476166893648632,0.5,1.789999962,3.579999924,20.0,5.586592297368998
778756,2017-08-30,2017-08-30,936,115904,35-39,F,63,65,65,5602,1,1.580000043,1,0,2017-08-30,False,False,63_65_65,cluster_676,1,,0.0001785076758300607,0.0,1.580000043,0.0,0.0,0.0
778804,2017-08-30,2017-08-30,936,115912,30-34,M,26,29,29,6184,2,2.75,1,1,2017-08-30,False,False,26_29_29,cluster_405,2,,0.0003234152652005175,0.5,1.375,2.75,20.0,7.2727272727272725
778808,2017-08-29,2017-08-29,936,115912,30-34,M,26,28,29,1738,0,0.0,1,0,2017-08-29,False,False,26_28_29,cluster_401,3,,0.0,0.0,0.0,0.0,0.0,0.0
778964,2017-08-29,2017-08-29,936,115938,35-39,F,27,33,28,112460,25,41.29000068,1,0,2017-08-29,False,False,27_33_28,cluster_449,1,,0.00022230126267117198,0.0,1.6516000272,0.0,0.0,0.0
779057,2017-08-29,2017-08-29,936,115954,40-44,M,15,21,21,4414,0,0.0,1,0,2017-08-29,False,False,15_21_21,cluster_153,1,,0.0,0.0,0.0,0.0,0.0,0.0
779106,2017-08-28,2017-08-28,936,115962,35-39,F,30,35,36,14670,7,9.410000324,1,0,2017-08-28,False,False,30_35_36,cluster_559,2,,0.00047716428084526244,0.0,1.3442857605714287,0.0,0.0,0.0
779438,2017-08-28,2017-08-28,936,116031,30-34,F,64,66,69,33144,9,13.40999985,1,0,2017-08-28,False,False,64_66_69,cluster_703,2,,0.0002715423606082549,0.0,1.4899999833333333,0.0,0.0,0.0
779453,2017-08-29,2017-08-29,936,116033,45-49,M,64,68,70,4397,1,0.949999988,1,0,2017-08-29,False,False,64_68_70,cluster_709,3,,0.00022742779167614282,0.0,0.949999988,0.0,0.0,0.0
779488,2017-08-29,2017-08-29,936,116039,45-49,M,65,68,69,1006,0,0.0,1,0,2017-08-29,False,False,65_68_69,cluster_729,1,,0.0,0.0,0.0,0.0,0.0,0.0
779573,2017-08-29,2017-08-29,936,116053,35-39,F,10,13,16,89527,24,32.28999996,1,0,2017-08-29,False,False,10_13_16,cluster_053,3,,0.0002680755526265819,0.0,1.3454166650000001,0.0,0.0,0.0
779608,2017-08-29,2017-08-29,936,116059,35-39,F,15,18,16,2459,0,0.0,1,0,2017-08-29,False,False,15_18_16,cluster_141,1,,0.0,0.0,0.0,0.0,0.0,0.0
779609,2017-08-29,2017-08-29,936,116059,35-39,F,15,20,18,7116,2,1.730000019,1,1,2017-08-29,False,False,15_20_18,cluster_150,1,,0.0002810567734682406,0.5,0.8650000095,1.730000019,20.0,11.560693514651343
779622,2017-08-29,2017-08-29,936,116061,30-34,F,15,18,17,8613,1,0.889999986,2,0,2017-08-29,False,False,15_18_17,cluster_142,1,,0.00011610356437942645,0.0,0.889999986,0.0,0.0,0.0
779631,2017-08-19,2017-08-19,936,116063,35-39,F,16,19,18,9730,1,1.379999995,1,0,2017-08-19,False,False,16_19_18,cluster_173,4,,0.00010277492291880781,0.0,1.379999995,0.0,0.0,0.0
779644,2017-08-19,2017-08-19,936,116065,30-34,F,16,20,20,51816,8,10.2299999,2,1,2017-08-19,False,False,16_20_20,cluster_181,4,,0.0001543924656476764,0.125,1.2787499875,10.2299999,20.0,1.9550342322095233
779645,2017-08-22,2017-08-22,936,116065,30-34,F,16,21,20,27289,3,4.429999828,1,0,2017-08-22,False,False,16_21_20,cluster_186,5,,0.00010993440580453663,0.0,1.4766666093333332,0.0,0.0,0.0
779715,2017-08-22,2017-08-22,936,116077,30-34,F,29,32,33,20409,4,3.829999924,1,0,2017-08-22,False,False,29_32_33,cluster_504,5,,0.0001959919643294625,0.0,0.957499981,0.0,0.0,0.0
779716,2017-08-22,2017-08-22,936,116077,30-34,F,29,32,34,8044,1,1.110000014,1,0,2017-08-22,False,False,29_32_34,cluster_505,3,,0.00012431626056688214,0.0,1.110000014,0.0,0.0,0.0
779738,2017-08-22,2017-08-22,936,116081,30-34,F,28,32,33,15645,4,5.349999905,1,0,2017-08-22,False,False,28_32_33,cluster_476,1,,0.0002556727388942154,0.0,1.33749997625,0.0,0.0,0.0
779778,2017-08-22,2017-08-22,936,116087,30-34,F,31,37,34,2466,0,0.0,2,2,2017-08-22,False,True,31_37_34,cluster_589,2,,0.0,0.0,0.0,0.0,40.0,0.0
779789,2017-08-22,2017-08-22,936,116089,45-49,M,10,14,13,11611,3,3.950000048,1,1,2017-08-22,False,False,10_14_13,cluster_055,5,,0.00025837567823615537,0.3333333333333333,1.3166666826666666,3.950000048,20.0,5.063291077711906
779824,2017-08-22,2017-08-22,936,116095,45-49,M,7,13,9,9375,3,4.019999981,1,0,2017-08-22,False,False,7_13_9,cluster_778,3,,0.00032,0.0,1.3399999936666667,0.0,0.0,0.0
779871,2017-08-22,2017-08-22,936,116103,30-34,F,32,37,34,4402,1,1.330000043,1,1,2017-08-22,False,False,32_37_34,cluster_612,1,,0.00022716946842344388,1.0,1.330000043,1.330000043,20.0,15.03759349878457
779918,2017-08-22,2017-08-22,936,116111,30-34,F,18,23,24,8469,2,3.089999914,1,0,2017-08-22,False,False,18_23_24,cluster_216,3,,0.0002361553902467824,0.0,1.544999957,0.0,0.0,0.0
779922,2017-08-22,2017-08-22,936,116111,30-34,F,18,22,24,5823,1,1.419999957,1,1,2017-08-22,False,False,18_22_24,cluster_212,1,,0.0001717327837884252,1.0,1.419999957,1.419999957,20.0,14.084507468756213
779944,2017-08-21,2017-08-21,936,116115,35-39,M,10,13,16,2549,0,0.0,1,0,2017-08-21,False,False,10_13_16,cluster_053,3,,0.0,0.0,0.0,0.0,0.0,0.0
779979,2017-08-21,2017-08-21,936,116121,35-39,M,16,17,21,25817,4,6.019999981,1,0,2017-08-21,False,False,16_17_21,cluster_164,5,,0.00015493666963628617,0.0,1.50499999525,0.0,0.0,0.0
779995,2017-08-21,2017-08-21,936,116123,30-34,F,20,24,25,1961,0,0.0,1,0,2017-08-21,False,False,20_24_25,cluster_262,2,,0.0,0.0,0.0,0.0,0.0,0.0
780064,2017-08-21,2017-08-21,936,116135,30-34,F,22,24,25,2554,0,0.0,1,0,2017-08-21,False,False,22_24_25,cluster_309,1,,0.0,0.0,0.0,0.0,0.0,0.0
780104,2017-08-21,2017-08-21,936,116147,30-34,F,25,27,26,4971,1,1.230000019,1,1,2017-08-21,False,False,25_27_26,cluster_375,1,,0.0002011667672500503,1.0,1.230000019,1.230000019,20.0,16.260162350452777
780199,2017-08-22,2017-08-22,936,116163,35-39,F,23,28,27,1030,0,0.0,1,1,2017-08-22,False,True,23_28_27,cluster_338,2,,0.0,0.0,0.0,0.0,20.0,0.0
780318,2017-08-22,2017-08-22,936,116183,45-49,F,29,32,31,162341,56,77.07999969,3,0,2017-08-22,False,False,29_32_31,cluster_502,4,,0.00034495290776821627,0.0,1.376428565892857,0.0,0.0,0.0
780323,2017-08-21,2017-08-21,936,116183,45-49,F,29,35,34,24542,7,9.329999924,1,0,2017-08-21,False,False,29_35_34,cluster_521,1,,0.0002852253280091272,0.0,1.3328571319999998,0.0,0.0,0.0
780486,2017-08-21,2017-08-21,936,116216,30-34,F,65,69,71,2879,0,0.0,1,1,2017-08-21,False,True,65_69_71,cluster_730,1,,0.0,0.0,0.0,0.0,20.0,0.0
780498,2017-08-22,2017-08-22,936,116218,30-34,F,64,65,68,13621,3,4.090000033,1,0,2017-08-22,False,False,64_65_68,cluster_699,2,,0.0002202481462447691,0.0,1.3633333443333333,0.0,0.0,0.0
780511,2017-08-23,2017-08-23,936,116220,30-34,F,63,65,66,6175,1,1.370000005,2,1,2017-08-23,False,False,63_65_66,cluster_677,1,,0.00016194331983805668,1.0,1.370000005,1.370000005,20.0,14.598540092706058
780629,2017-08-24,2017-08-24,936,116240,30-34,F,28,34,34,2963,0,0.0,1,0,2017-08-24,False,False,28_34_34,cluster_484,2,,0.0,0.0,0.0,0.0,0.0,0.0
780653,2017-08-24,2017-08-24,936,116244,30-34,F,29,33,35,9076,1,1.379999995,1,1,2017-08-24,False,False,29_33_35,cluster_511,3,,0.00011018069634200089,1.0,1.379999995,1.379999995,20.0,14.492753675698383
780655,2017-08-24,2017-08-24,936,116244,30-34,F,29,33,34,20941,4,5.909999967,1,1,2017-08-24,False,False,29_33_34,cluster_510,1,,0.00019101284561386754,0.25,1.47749999175,5.909999967,20.0,3.3840947735490907
780666,2017-08-24,2017-08-24,936,116246,45-49,F,10,13,13,3462,0,0.0,1,0,2017-08-24,False,False,10_13_13,cluster_050,3,,0.0,0.0,0.0,0.0,0.0,0.0
780681,2017-08-24,2017-08-24,936,116248,30-34,F,26,29,29,4073,0,0.0,1,1,2017-08-24,False,True,26_29_29,cluster_405,2,,0.0,0.0,0.0,0.0,20.0,0.0
780700,2017-08-18,2017-08-18,936,116252,30-34,F,27,33,30,3745,0,0.0,1,0,2017-08-18,False,False,27_33_30,cluster_450,2,,0.0,0.0,0.0,0.0,0.0,0.0
780748,2017-08-18,2017-08-18,936,116265,30-34,F,24,26,28,830,0,0.0,1,0,2017-08-18,False,False,24_26_28,cluster_357,1,,0.0,0.0,0.0,0.0,0.0,0.0
780759,2017-08-18,2017-08-18,936,116267,45-49,F,18,24,22,2912,0,0.0,1,0,2017-08-18,False,False,18_24_22,cluster_218,3,,0.0,0.0,0.0,0.0,0.0,0.0
780760,2017-08-24,2017-08-24,936,116267,45-49,F,18,23,22,17167,5,6.910000086,1,0,2017-08-24,False,False,18_23_22,cluster_214,1,,0.00029125648045669016,0.0,1.3820000172,0.0,0.0,0.0
780797,2017-08-24,2017-08-24,936,116273,30-34,F,22,25,25,24491,7,9.539999962,1,0,2017-08-24,False,False,22_25_25,cluster_312,3,,0.00028581928055203954,0.0,1.3628571374285714,0.0,0.0,0.0
780799,2017-08-23,2017-08-23,936,116273,30-34,F,22,24,26,44699,13,17.30000037,2,0,2017-08-23,False,False,22_24_26,cluster_310,3,,0.00029083424685115997,0.0,1.3307692592307692,0.0,0.0,0.0
780821,2017-08-23,2017-08-23,936,116277,30-34,F,23,24,25,6469,2,1.309999943,1,0,2017-08-23,False,False,23_24_25,cluster_330,1,,0.0003091667954861648,0.0,0.6549999715,0.0,0.0,0.0
780830,2017-08-23,2017-08-23,936,116279,45-49,F,16,17,17,16053,3,4.079999924,1,1,2017-08-23,False,False,16_17_17,cluster_160,3,,0.00018688095683049897,0.3333333333333333,1.3599999746666667,4.079999924,20.0,4.901960875624761
780835,2017-08-23,2017-08-23,936,116279,45-49,F,16,21,21,54724,12,17.92999995,1,1,2017-08-23,False,False,16_21_21,cluster_187,2,,0.0002192822162122652,0.08333333333333333,1.4941666624999999,17.92999995,20.0,1.1154489713202704
780867,2017-08-23,2017-08-23,936,116285,30-34,F,21,27,26,4706,1,1.220000029,1,0,2017-08-23,False,False,21_27_26,cluster_297,1,,0.00021249468763280918,0.0,1.220000029,0.0,0.0,0.0
780974,2017-08-23,2017-08-23,936,116303,40-44,F,32,38,36,8316,3,4.569999933,1,1,2017-08-23,False,False,32_38_36,cluster_617,1,,0.00036075036075036075,0.3333333333333333,1.523333311,4.569999933,20.0,4.376367679040839
781066,2017-08-23,2017-08-23,936,116323,40-44,F,22,26,25,5794,2,2.269999981,1,0,2017-08-23,False,False,22_26_25,cluster_317,1,,0.00034518467380048324,0.0,1.1349999905,0.0,0.0,0.0
781114,2017-08-23,2017-08-23,936,116331,40-44,F,18,24,22,4813,1,1.029999971,1,0,2017-08-23,False,False,18_24_22,cluster_218,3,,0.00020777062123415748,0.0,1.029999971,0.0,0.0,0.0
781159,2017-08-23,2017-08-23,936,116339,40-44,F,10,15,11,85285,26,36.13000035,1,0,2017-08-23,False,False,10_15_11,cluster_057,2,,0.00030486017470833087,0.0,1.3896153980769232,0.0,0.0,0.0
781162,2017-08-21,2017-08-21,936,116339,40-44,F,10,11,13,5839,1,1.370000005,1,0,2017-08-21,False,False,10_11_13,cluster_040,1,,0.00017126220243192326,0.0,1.370000005,0.0,0.0,0.0
781175,2017-08-21,2017-08-21,936,116341,40-44,F,15,16,21,5859,1,1.539999962,1,0,2017-08-21,False,False,15_16_21,cluster_136,1,,0.00017067759003242875,0.0,1.539999962,0.0,0.0,0.0
781187,2017-08-18,2017-08-18,936,116343,40-44,F,16,22,19,164118,41,59.06999993,1,0,2017-08-18,False,False,16_22_19,cluster_191,5,,0.00024982025128261374,0.0,1.4407317056097562,0.0,0.0,0.0
781195,2017-08-18,2017-08-18,936,116345,35-39,F,63,67,69,18234,6,7.810000062,1,0,2017-08-18,False,False,63_67_69,cluster_686,1,,0.0003290556103981573,0.0,1.301666677,0.0,0.0,0.0
781207,2017-08-18,2017-08-18,936,116347,35-39,F,64,67,70,2755,0,0.0,1,0,2017-08-18,False,False,64_67_70,cluster_707,2,,0.0,0.0,0.0,0.0,0.0,0.0
781303,2017-08-19,2017-08-19,936,116363,35-39,F,27,29,30,73676,20,28.5,1,0,2017-08-19,False,False,27_29_30,cluster_432,1,,0.00027145881969705196,0.0,1.425,0.0,0.0,0.0
781305,2017-08-19,2017-08-19,936,116363,35-39,F,27,30,28,18421,7,10.07999992,1,0,2017-08-19,False,False,27_30_28,cluster_435,3,,0.00038000108571738776,0.0,1.4399999885714287,0.0,0.0,0.0
781327,2017-08-19,2017-08-19,936,116367,35-39,F,29,35,35,164754,49,67.97999978,2,1,2017-08-19,False,False,29_35_35,cluster_522,3,,0.0002974131128834505,0.02040816326530612,1.3873469342857143,67.97999978,20.0,0.29420417865144044
781353,2017-08-19,2017-08-19,936,116371,35-39,F,10,13,15,7449,1,1.639999986,1,1,2017-08-19,False,False,10_13_15,cluster_052,2,,0.00013424620754463686,1.0,1.639999986,1.639999986,20.0,12.195122055324212
781354,2017-08-19,2017-08-19,936,116371,35-39,F,10,14,16,6424,1,0.529999971,1,0,2017-08-19,False,False,10_14_16,cluster_056,4,,0.00015566625155666251,0.0,0.529999971,0.0,0.0,0.0
781438,2017-08-18,2017-08-18,936,116385,30-34,M,63,65,68,2086,0,0.0,1,0,2017-08-18,False,False,63_65_68,cluster_678,2,,0.0,0.0,0.0,0.0,0.0,0.0
781470,2017-08-18,2017-08-18,936,116391,35-39,M,16,17,18,6016,0,0.0,1,0,2017-08-18,False,False,16_17_18,cluster_161,4,,0.0,0.0,0.0,0.0,0.0,0.0
781499,2017-08-18,2017-08-18,936,116395,35-39,M,15,21,20,6412,1,1.370000005,1,0,2017-08-18,False,False,15_21_20,cluster_152,3,,0.00015595757953836556,0.0,1.370000005,0.0,0.0,0.0
781508,2017-08-24,2017-08-24,936,116397,30-34,F,63,68,64,5040,1,1.440000057,1,0,2017-08-24,False,False,63_68_64,cluster_687,2,,0.0001984126984126984,0.0,1.440000057,0.0,0.0,0.0
781556,2017-08-24,2017-08-24,936,116405,30-34,F,32,37,36,1772,0,0.0,1,0,2017-08-24,False,False,32_37_36,cluster_613,2,,0.0,0.0,0.0,0.0,0.0,0.0
781559,2017-08-18,2017-08-18,936,116405,30-34,F,32,38,34,1783,0,0.0,1,0,2017-08-18,False,False,32_38_34,cluster_616,3,,0.0,0.0,0.0,0.0,0.0,0.0
781606,2017-08-18,2017-08-18,936,116413,35-39,M,20,21,24,8200,3,3.919999957,1,0,2017-08-18,False,False,20_21_24,cluster_251,4,,0.00036585365853658537,0.0,1.3066666523333332,0.0,0.0,0.0
781690,2017-08-18,2017-08-18,936,116427,45-49,F,26,28,30,115896,38,49.44000006,1,0,2017-08-18,False,False,26_28_30,cluster_402,1,,0.00032788016842686546,0.0,1.3010526331578949,0.0,0.0,0.0
781811,2017-08-18,2017-08-18,936,116447,35-39,F,16,17,22,10186,1,1.230000019,1,1,2017-08-18,False,False,16_17_22,cluster_165,3,,9.817396426467701e-05,1.0,1.230000019,1.230000019,20.0,16.260162350452777
781857,2017-08-18,2017-08-18,936,116455,30-34,M,20,21,24,9134,3,4.180000067,2,0,2017-08-18,False,False,20_21_24,cluster_251,4,,0.00032844317932997593,0.0,1.3933333556666667,0.0,0.0,0.0
781858,2017-08-18,2017-08-18,936,116455,30-34,M,20,25,22,3385,1,1.440000057,1,1,2017-08-18,False,False,20_25_22,cluster_263,3,,0.0002954209748892171,1.0,1.440000057,1.440000057,20.0,13.888888339120392
781907,2017-08-19,2017-08-19,936,116463,45-49,F,21,27,23,1314,0,0.0,1,0,2017-08-19,False,False,21_27_23,cluster_294,2,,0.0,0.0,0.0,0.0,0.0,0.0
781928,2017-08-19,2017-08-19,936,116467,30-34,M,18,21,22,2916,0,0.0,1,1,2017-08-19,False,True,18_21_22,cluster_210,2,,0.0,0.0,0.0,0.0,20.0,0.0
781929,2017-08-20,2017-08-20,936,116467,30-34,M,18,21,21,6142,1,1.330000043,1,0,2017-08-20,False,False,18_21_21,cluster_209,1,,0.00016281341582546403,0.0,1.330000043,0.0,0.0,0.0
781950,2017-08-20,2017-08-20,936,116471,30-34,F,20,26,21,1984,0,0.0,1,0,2017-08-20,False,False,20_26_21,cluster_265,2,,0.0,0.0,0.0,0.0,0.0,0.0
781999,2017-08-20,2017-08-20,936,116479,30-34,M,24,30,29,9142,3,3.749999881,1,0,2017-08-20,False,False,24_30_29,cluster_366,1,,0.00032815576460293154,0.0,1.2499999603333334,0.0,0.0,0.0
782001,2017-08-20,2017-08-20,936,116479,30-34,M,24,30,28,5475,2,2.730000019,1,1,2017-08-20,False,False,24_30_28,cluster_365,1,,0.00036529680365296805,0.5,1.3650000095,2.730000019,20.0,7.326007275020461
782022,2017-08-20,2017-08-20,936,116483,30-34,F,18,24,20,8254,2,2.320000052,1,1,2017-08-20,False,False,18_24_20,cluster_217,4,,0.000242306760358614,0.5,1.160000026,2.320000052,20.0,8.620689461950063
782026,2017-08-21,2017-08-21,936,116483,30-34,F,18,24,20,5704,1,1.320000052,1,0,2017-08-21,False,False,18_24_20,cluster_217,4,,0.0001753155680224404,0.0,1.320000052,0.0,0.0,0.0
782130,2017-08-21,2017-08-21,936,116501,30-34,F,16,18,21,7301,0,0.0,1,0,2017-08-21,False,False,16_18_21,cluster_170,3,,0.0,0.0,0.0,0.0,0.0,0.0
782134,2017-08-21,2017-08-21,936,116501,30-34,F,16,19,21,37873,5,6.169999957,1,1,2017-08-21,False,False,16_19_21,cluster_176,5,,0.00013202017268238586,0.2,1.2339999914,6.169999957,20.0,3.2414911084901328
782135,2017-08-20,2017-08-20,936,116501,30-34,F,16,20,17,25267,4,4.940000057,2,1,2017-08-20,False,False,16_20_17,cluster_178,2,,0.0001583092571338109,0.25,1.23500001425,4.940000057,20.0,4.048582949236999
782171,2017-08-20,2017-08-20,936,116507,30-34,F,30,31,32,535,0,0.0,1,0,2017-08-20,False,False,30_31_32,cluster_549,1,,0.0,0.0,0.0,0.0,0.0,0.0
782180,2017-08-19,2017-08-19,936,116509,30-34,M,29,34,30,3396,0,0.0,1,0,2017-08-19,False,False,29_34_30,cluster_512,3,,0.0,0.0,0.0,0.0,0.0,0.0
782219,2017-08-19,2017-08-19,936,116515,30-34,M,26,27,32,977,0,0.0,1,0,2017-08-19,False,False,26_27_32,cluster_399,2,,0.0,0.0,0.0,0.0,0.0,0.0
782228,2017-08-19,2017-08-19,936,116517,40-44,F,63,64,66,12318,5,6.340000153,1,1,2017-08-19,False,False,63_64_66,cluster_673,3,,0.00040591005033284623,0.2,1.2680000306,6.340000153,20.0,3.15457405636438
782242,2017-08-19,2017-08-19,936,116519,30-34,F,28,34,31,4783,1,0.860000014,1,0,2017-08-19,False,False,28_34_31,cluster_482,1,,0.0002090738030524775,0.0,0.860000014,0.0,0.0,0.0
782275,2017-08-19,2017-08-19,936,116525,30-34,F,29,31,30,6475,1,1.350000024,1,0,2017-08-19,False,False,29_31_30,cluster_497,3,,0.00015444015444015445,0.0,1.350000024,0.0,0.0,0.0
782337,2017-08-20,2017-08-20,936,116535,45-49,F,16,18,19,104578,29,39.25000095,1,1,2017-08-20,False,False,16_18_19,cluster_168,3,,0.00027730497810246895,0.034482758620689655,1.3534483086206897,39.25000095,20.0,0.5095541277942313
782407,2017-08-20,2017-08-20,936,116547,45-49,F,10,12,11,33664,11,12.51000035,1,0,2017-08-20,False,False,10_12_11,cluster_043,4,,0.0003267585551330798,0.0,1.137272759090909,0.0,0.0,0.0
782443,2017-08-20,2017-08-20,936,116553,40-44,F,20,25,24,979,0,0.0,1,0,2017-08-20,False,False,20_25_24,cluster_264,3,,0.0,0.0,0.0,0.0,0.0,0.0
782541,2017-08-20,2017-08-20,936,116569,40-44,F,28,29,30,7337,3,4.079999924,1,0,2017-08-20,False,False,28_29_30,cluster_462,2,,0.0004088864658579801,0.0,1.3599999746666667,0.0,0.0,0.0
782587,2017-08-18,2017-08-18,936,116577,30-34,M,10,13,16,2499,0,0.0,1,0,2017-08-18,False,False,10_13_16,cluster_053,3,,0.0,0.0,0.0,0.0,0.0,0.0
782647,2017-08-18,2017-08-18,936,116587,40-44,F,27,33,30,11244,3,4.550000191,1,0,2017-08-18,False,False,27_33_30,cluster_450,2,,0.00026680896478121667,0.0,1.5166667303333332,0.0,0.0,0.0
782658,2017-08-23,2017-08-23,936,116589,30-34,M,15,17,19,4827,0,0.0,1,0,2017-08-23,False,False,15_17_19,cluster_139,3,,0.0,0.0,0.0,0.0,0.0,0.0
782694,2017-08-23,2017-08-23,936,116595,35-39,F,29,31,35,29035,7,8.910000086,2,2,2017-08-23,False,False,29_31_35,cluster_500,4,,0.00024108834165662132,0.2857142857142857,1.2728571551428571,4.455000043,40.0,4.489337779339725
782706,2017-08-23,2017-08-23,936,116597,35-39,F,30,32,32,761,0,0.0,1,0,2017-08-23,False,False,30_32_32,cluster_554,1,,0.0,0.0,0.0,0.0,0.0,0.0
782754,2017-08-23,2017-08-23,936,116605,35-39,F,26,31,32,6532,1,1.610000014,1,0,2017-08-23,False,False,26_31_32,cluster_412,2,,0.00015309246785058175,0.0,1.610000014,0.0,0.0,0.0
782815,2017-08-23,2017-08-23,936,116615,40-44,F,10,16,15,11537,3,4.300000191,1,0,2017-08-23,False,False,10_16_15,cluster_067,3,,0.00026003293750541737,0.0,1.433333397,0.0,0.0,0.0
782816,2017-08-23,2017-08-23,936,116615,40-44,F,10,13,11,12183,3,2.869999945,1,0,2017-08-23,False,False,10_13_11,cluster_048,2,,0.0002462447672986949,0.0,0.9566666483333334,0.0,0.0,0.0
782862,2017-08-23,2017-08-23,936,116623,35-39,F,64,70,67,5912,1,1.559999943,1,1,2017-08-23,False,False,64_70_67,cluster_716,3,,0.00016914749661705008,1.0,1.559999943,1.559999943,20.0,12.820513288954652
950068,2017-08-23,2017-08-23,936,123438,30-34,M,10,12,13,4012,1,1.570000052,1,0,2017-08-23,False,False,10_12_13,cluster_044,3,,0.0002492522432701894,0.0,1.570000052,0.0,0.0,0.0
950078,2017-08-22,2017-08-22,936,123440,30-34,M,16,22,17,12396,2,3.210000038,2,1,2017-08-22,False,False,16_22_17,cluster_189,8,,0.00016134236850596966,0.5,1.605000019,3.210000038,20.0,6.230529521258529
950079,2017-08-22,2017-08-22,936,123440,30-34,M,16,20,22,3142,0,0.0,2,2,2017-08-22,False,True,16_20_22,cluster_183,3,,0.0,0.0,0.0,0.0,40.0,0.0
950099,2017-08-22,2017-08-22,936,123443,30-34,M,18,23,23,1120,0,0.0,1,0,2017-08-22,False,False,18_23_23,cluster_215,2,,0.0,0.0,0.0,0.0,0.0,0.0
950109,2017-08-22,2017-08-22,936,123445,30-34,M,20,24,22,343,0,0.0,1,1,2017-08-22,False,True,20_24_22,cluster_261,2,,0.0,0.0,0.0,0.0,20.0,0.0
950170,2017-08-22,2017-08-22,936,123455,30-34,M,15,19,16,1720,0,0.0,1,1,2017-08-22,False,True,15_19_16,cluster_146,2,,0.0,0.0,0.0,0.0,20.0,0.0
